recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_1934,BLDG_28068,LED Lighting Retrofit,115000.0,89200.0,1.29,11.71,Critical,Low
REC_1935,BLDG_569,Solar Panel Installation,430400.0,29400.0,14.64,20.61,Low,Medium
REC_1936,BLDG_50172,Solar Panel Installation,76600.0,3700.0,20.7,19.38,Low,Medium
REC_1937,BLDG_21374,LED Lighting Retrofit,19400.0,24700.0,0.79,9.76,Critical,Low
REC_1938,BLDG_242,Water Efficiency Upgrade,13500.0,2500.0,5.4,2.98,High,Low
REC_1939,BLDG_24601,Water Efficiency Upgrade,10600.0,2200.0,4.82,3.85,High,Low
REC_1940,BLDG_49940,Solar Panel Installation,524200.0,36200.0,14.48,16.31,Low,Medium
REC_1941,BLDG_379,HVAC Upgrade,382000.0,272900.0,1.4,20.64,Critical,Medium
REC_1942,BLDG_273,LED Lighting Retrofit,23100.0,18500.0,1.25,10.53,Critical,Low
REC_1943,BLDG_49772,LED Lighting Retrofit,33500.0,12800.0,2.62,9.33,Critical,Low
REC_1944,BLDG_24693,HVAC Upgrade,69400.0,29300.0,2.37,25.14,Critical,Medium
REC_1945,BLDG_24408,Solar Panel Installation,172800.0,10700.0,16.15,23.46,Low,Medium
REC_1946,BLDG_26190,Water Efficiency Upgrade,11800.0,6200.0,1.9,4.85,Critical,Low
REC_1947,BLDG_50061,Water Efficiency Upgrade,20400.0,12900.0,1.58,2.31,Critical,Low
REC_1948,BLDG_49704,Solar Panel Installation,261800.0,17200.0,15.22,20.56,Low,Medium
REC_1949,BLDG_27365,Solar Panel Installation,101400.0,5500.0,18.44,25.28,Low,Medium
REC_1950,BLDG_50880,Solar Panel Installation,525000.0,36200.0,14.5,19.63,Low,Medium
REC_1951,BLDG_50035,Building Automation System,59600.0,48400.0,1.23,13.87,Critical,Medium
REC_1952,BLDG_50179,Solar Panel Installation,210400.0,13400.0,15.7,26.27,Low,Medium
REC_1953,BLDG_50403,Deep Energy Retrofit,836900.0,121400.0,6.89,36.72,High,High
REC_1954,BLDG_52046,Solar Panel Installation,525000.0,36200.0,14.5,15.6,Low,Medium
REC_1955,BLDG_49796,Solar Panel Installation,328600.0,22000.0,14.94,20.23,Low,Medium
REC_1956,BLDG_606,LED Lighting Retrofit,29000.0,16600.0,1.75,9.26,Critical,Low
REC_1957,BLDG_20659,Building Automation System,16900.0,5400.0,3.13,12.03,Critical,Medium
REC_1958,BLDG_175,Solar Panel Installation,364400.0,24600.0,14.81,22.43,Low,Medium
REC_1959,BLDG_24711,Water Efficiency Upgrade,9800.0,1700.0,5.76,3.11,High,Low
REC_1960,BLDG_50545,Solar Panel Installation,397200.0,27000.0,14.71,22.26,Low,Medium
REC_1961,BLDG_51999,Solar Panel Installation,273600.0,18000.0,15.2,20.6,Low,Medium
REC_1962,BLDG_23313,LED Lighting Retrofit,9000.0,4800.0,1.88,11.03,Critical,Low
REC_1963,BLDG_19747,LED Lighting Retrofit,20300.0,21400.0,0.95,8.62,Critical,Low
REC_1964,BLDG_50088,Solar Panel Installation,80200.0,4000.0,20.05,24.22,Low,Medium
REC_1965,BLDG_24741,Window Replacement,53700.0,4200.0,12.79,10.59,Low,Medium
REC_1966,BLDG_51983,Building Automation System,29000.0,10500.0,2.76,12.41,Critical,Medium
REC_1967,BLDG_26402,Solar Panel Installation,199200.0,12600.0,15.81,24.25,Low,Medium
REC_1968,BLDG_24659,LED Lighting Retrofit,23900.0,9300.0,2.57,8.71,Critical,Low
REC_1969,BLDG_49721,Deep Energy Retrofit,196100.0,18100.0,10.83,40.44,Medium,High
REC_1970,BLDG_25922,Building Automation System,16700.0,3100.0,5.39,12.35,High,Medium
REC_1971,BLDG_24547,Solar Panel Installation,65000.0,2900.0,22.41,27.63,Low,Medium
REC_1972,BLDG_23080,Building Automation System,16700.0,9800.0,1.7,10.61,Critical,Medium
REC_1973,BLDG_50718,LED Lighting Retrofit,47800.0,27600.0,1.73,8.99,Critical,Low
REC_1974,BLDG_27607,Solar Panel Installation,65000.0,2900.0,22.41,24.16,Low,Medium
REC_1975,BLDG_50944,Solar Panel Installation,262800.0,17200.0,15.28,19.27,Low,Medium
REC_1976,BLDG_50455,Solar Panel Installation,525000.0,36200.0,14.5,25.96,Low,Medium
REC_1977,BLDG_50085,Building Automation System,25700.0,14900.0,1.72,14.48,Critical,Medium
REC_1978,BLDG_50250,Solar Panel Installation,192400.0,12100.0,15.9,18.35,Low,Medium
REC_1979,BLDG_821,HVAC Upgrade,193400.0,49600.0,3.9,20.74,Critical,Medium
REC_1980,BLDG_20885,HVAC Upgrade,110200.0,76800.0,1.43,23.85,Critical,Medium
REC_1981,BLDG_50744,Solar Panel Installation,229000.0,14800.0,15.47,16.3,Low,Medium
REC_1982,BLDG_21940,Insulation Improvement,23500.0,2200.0,10.68,14.47,Medium,Medium
REC_1983,BLDG_27696,LED Lighting Retrofit,12700.0,1700.0,7.47,8.21,Medium,Low
REC_1984,BLDG_237,LED Lighting Retrofit,21800.0,16800.0,1.3,8.8,Critical,Low
REC_1985,BLDG_23762,Building Automation System,21500.0,8600.0,2.5,13.53,Critical,Medium
REC_1986,BLDG_26919,HVAC Upgrade,44900.0,20200.0,2.22,23.06,Critical,Medium
REC_1987,BLDG_20810,Insulation Improvement,29700.0,5100.0,5.82,13.34,High,Medium
REC_1988,BLDG_21175,Building Automation System,23900.0,8400.0,2.85,10.47,Critical,Medium
REC_1989,BLDG_26330,LED Lighting Retrofit,10900.0,3900.0,2.79,10.4,Critical,Low
REC_1990,BLDG_89,Window Replacement,621600.0,75000.0,8.29,12.24,High,Medium
REC_1991,BLDG_50373,Water Efficiency Upgrade,21600.0,9200.0,2.35,3.86,Critical,Low
REC_1992,BLDG_24752,Solar Panel Installation,525000.0,36200.0,14.5,27.3,Low,Medium
REC_1993,BLDG_23578,LED Lighting Retrofit,8800.0,7700.0,1.14,10.52,Critical,Low
REC_1994,BLDG_49781,HVAC Upgrade,89400.0,29600.0,3.02,21.86,Critical,Medium
REC_1995,BLDG_50454,LED Lighting Retrofit,193600.0,183000.0,1.06,10.09,Critical,Low
REC_1996,BLDG_349,Solar Panel Installation,525000.0,36200.0,14.5,25.01,Low,Medium
REC_1997,BLDG_56,Solar Panel Installation,193400.0,12200.0,15.85,23.08,Low,Medium
REC_1998,BLDG_50332,LED Lighting Retrofit,35200.0,16400.0,2.15,11.49,Critical,Low
REC_1999,BLDG_27815,Water Efficiency Upgrade,10900.0,5300.0,2.06,4.92,Critical,Low
REC_2000,BLDG_23677,HVAC Upgrade,86800.0,20100.0,4.32,19.04,Critical,Medium
REC_2001,BLDG_20570,LED Lighting Retrofit,26300.0,17600.0,1.49,9.2,Critical,Low
REC_2002,BLDG_21210,Solar Panel Installation,274200.0,18100.0,15.15,19.25,Low,Medium
REC_2003,BLDG_25742,Building Automation System,28100.0,22600.0,1.24,14.84,Critical,Medium
REC_2004,BLDG_24045,LED Lighting Retrofit,14600.0,4400.0,3.32,10.48,Critical,Low
REC_2005,BLDG_26261,LED Lighting Retrofit,23300.0,19400.0,1.2,8.15,Critical,Low
REC_2006,BLDG_50270,Solar Panel Installation,525000.0,36200.0,14.5,23.52,Low,Medium
REC_2007,BLDG_42069,Deep Energy Retrofit,170300.0,32400.0,5.26,40.91,High,High
REC_2008,BLDG_25144,Building Automation System,18100.0,3500.0,5.17,13.02,High,Medium
REC_2009,BLDG_50474,LED Lighting Retrofit,11100.0,6800.0,1.63,11.08,Critical,Low
REC_2010,BLDG_50724,LED Lighting Retrofit,15700.0,7100.0,2.21,9.97,Critical,Low
REC_2011,BLDG_20620,Water Efficiency Upgrade,10400.0,3100.0,3.35,4.39,Critical,Low
REC_2012,BLDG_24591,HVAC Upgrade,44700.0,30900.0,1.45,20.28,Critical,Medium
REC_2013,BLDG_98,Deep Energy Retrofit,304900.0,28000.0,10.89,32.28,Medium,High
REC_2014,BLDG_21592,LED Lighting Retrofit,11800.0,3700.0,3.19,8.15,Critical,Low
REC_2015,BLDG_24245,LED Lighting Retrofit,14800.0,5300.0,2.79,9.92,Critical,Low
REC_2016,BLDG_25620,Water Efficiency Upgrade,7800.0,3200.0,2.44,4.55,Critical,Low
REC_2017,BLDG_21534,Water Efficiency Upgrade,13300.0,3100.0,4.29,2.44,High,Low
REC_2018,BLDG_19601,Solar Panel Installation,250600.0,16400.0,15.28,17.8,Low,Medium
REC_2019,BLDG_49706,Solar Panel Installation,230000.0,14900.0,15.44,27.98,Low,Medium
REC_2020,BLDG_49734,LED Lighting Retrofit,11900.0,6000.0,1.98,10.96,Critical,Low
REC_2021,BLDG_50324,Solar Panel Installation,525000.0,36200.0,14.5,19.35,Low,Medium
REC_2022,BLDG_20207,Water Efficiency Upgrade,10200.0,4900.0,2.08,4.55,Critical,Low
REC_2023,BLDG_372,Solar Panel Installation,525000.0,36200.0,14.5,17.9,Low,Medium
REC_2024,BLDG_20749,Deep Energy Retrofit,219400.0,52400.0,4.19,41.89,Critical,High
REC_2025,BLDG_49992,Solar Panel Installation,525000.0,36200.0,14.5,19.65,Low,Medium
REC_2026,BLDG_23643,Window Replacement,56200.0,5500.0,10.22,12.46,Medium,Medium
REC_2027,BLDG_50314,Solar Panel Installation,272400.0,17900.0,15.22,22.09,Low,Medium
REC_2028,BLDG_53,Building Automation System,27400.0,17600.0,1.56,14.51,Critical,Medium
REC_2029,BLDG_27192,Solar Panel Installation,65000.0,2900.0,22.41,25.9,Low,Medium
REC_2030,BLDG_26807,Building Automation System,16600.0,4200.0,3.95,11.17,Critical,Medium
REC_2031,BLDG_26596,LED Lighting Retrofit,8800.0,1200.0,7.33,8.48,Medium,Low
REC_2032,BLDG_25356,LED Lighting Retrofit,9300.0,3600.0,2.58,9.93,Critical,Low
REC_2033,BLDG_25222,Solar Panel Installation,525000.0,36200.0,14.5,24.32,Low,Medium
REC_2034,BLDG_20100,Building Automation System,30300.0,15700.0,1.93,13.64,Critical,Medium
REC_2035,BLDG_24138,HVAC Upgrade,191400.0,48100.0,3.98,18.72,Critical,Medium
REC_2036,BLDG_21824,Solar Panel Installation,105800.0,5900.0,17.93,26.88,Low,Medium
REC_2037,BLDG_23106,HVAC Upgrade,107000.0,17800.0,6.01,18.57,High,Medium
REC_2038,BLDG_25578,Solar Panel Installation,137600.0,8200.0,16.78,19.0,Low,Medium
REC_2039,BLDG_22107,LED Lighting Retrofit,13800.0,13000.0,1.06,11.98,Critical,Low
REC_2040,BLDG_65,LED Lighting Retrofit,22900.0,37000.0,0.62,8.9,Critical,Low
REC_2041,BLDG_27570,Water Efficiency Upgrade,11400.0,5400.0,2.11,2.51,Critical,Low
REC_2042,BLDG_50484,Solar Panel Installation,110400.0,6200.0,17.81,17.36,Low,Medium
REC_2043,BLDG_24012,Water Efficiency Upgrade,15600.0,3400.0,4.59,2.6,High,Low
REC_2044,BLDG_84,HVAC Upgrade,553300.0,332600.0,1.66,22.95,Critical,Medium
REC_2045,BLDG_26434,Deep Energy Retrofit,197800.0,45800.0,4.32,44.2,Critical,High
REC_2046,BLDG_27488,HVAC Upgrade,76500.0,10800.0,7.08,20.16,High,Medium
REC_2047,BLDG_50036,Solar Panel Installation,525000.0,36200.0,14.5,20.25,Low,Medium
REC_2048,BLDG_22867,Solar Panel Installation,80600.0,4000.0,20.15,16.37,Low,Medium
REC_2049,BLDG_49997,LED Lighting Retrofit,34400.0,16400.0,2.1,11.63,Critical,Low
REC_2050,BLDG_27845,HVAC Upgrade,149900.0,31300.0,4.79,25.88,Critical,Medium
REC_2051,BLDG_19528,LED Lighting Retrofit,11500.0,4300.0,2.67,11.18,Critical,Low
REC_2052,BLDG_23610,LED Lighting Retrofit,10200.0,4100.0,2.49,9.37,Critical,Low
REC_2053,BLDG_50942,Solar Panel Installation,525000.0,36200.0,14.5,25.6,Low,Medium
REC_2054,BLDG_23615,Solar Panel Installation,184200.0,11500.0,16.02,15.42,Low,Medium
REC_2055,BLDG_482,Solar Panel Installation,429200.0,29300.0,14.65,16.45,Low,Medium
REC_2056,BLDG_19861,LED Lighting Retrofit,16100.0,6400.0,2.52,11.46,Critical,Low
REC_2057,BLDG_20766,Solar Panel Installation,91800.0,4800.0,19.12,27.95,Low,Medium
REC_2058,BLDG_765,Solar Panel Installation,313800.0,20900.0,15.01,18.82,Low,Medium
REC_2059,BLDG_20138,Water Efficiency Upgrade,18000.0,10800.0,1.67,4.4,Critical,Low
REC_2060,BLDG_23612,Solar Panel Installation,65000.0,2900.0,22.41,27.09,Low,Medium
REC_2061,BLDG_24053,Building Automation System,16700.0,4700.0,3.55,13.35,Critical,Medium
REC_2062,BLDG_27680,Water Efficiency Upgrade,9400.0,3500.0,2.69,3.99,Critical,Low
REC_2063,BLDG_50149,Solar Panel Installation,285200.0,18900.0,15.09,19.54,Low,Medium
REC_2064,BLDG_753,Water Efficiency Upgrade,81300.0,39700.0,2.05,2.57,Critical,Low
REC_2065,BLDG_21533,Solar Panel Installation,400400.0,27200.0,14.72,26.75,Low,Medium
REC_2066,BLDG_50948,LED Lighting Retrofit,10000.0,7200.0,1.39,9.23,Critical,Low
REC_2067,BLDG_23543,LED Lighting Retrofit,11600.0,5100.0,2.27,8.96,Critical,Low
REC_2068,BLDG_50526,Solar Panel Installation,241200.0,15700.0,15.36,23.1,Low,Medium
REC_2069,BLDG_20806,LED Lighting Retrofit,8800.0,1700.0,5.18,10.08,High,Low
REC_2070,BLDG_50508,LED Lighting Retrofit,10000.0,4200.0,2.38,8.99,Critical,Low
REC_2071,BLDG_50735,Water Efficiency Upgrade,9900.0,4600.0,2.15,2.45,Critical,Low
REC_2072,BLDG_50500,LED Lighting Retrofit,12800.0,5500.0,2.33,9.56,Critical,Low
REC_2073,BLDG_20637,LED Lighting Retrofit,14200.0,5000.0,2.84,8.48,Critical,Low
REC_2074,BLDG_50540,Solar Panel Installation,252800.0,16500.0,15.32,19.87,Low,Medium
REC_2075,BLDG_20818,Building Automation System,19300.0,5600.0,3.45,10.31,Critical,Medium
REC_2076,BLDG_26808,Solar Panel Installation,81400.0,4100.0,19.85,18.88,Low,Medium
REC_2077,BLDG_27734,Water Efficiency Upgrade,8400.0,3600.0,2.33,4.92,Critical,Low
REC_2078,BLDG_19847,Building Automation System,18100.0,7400.0,2.45,10.11,Critical,Medium
REC_2079,BLDG_198,Window Replacement,1638200.0,899700.0,1.82,9.37,Critical,Medium
REC_2080,BLDG_23639,LED Lighting Retrofit,18600.0,9000.0,2.07,10.39,Critical,Low
REC_2081,BLDG_50875,Building Automation System,23300.0,4700.0,4.96,15.85,High,Medium
REC_2082,BLDG_21557,HVAC Upgrade,86400.0,25100.0,3.44,18.59,Critical,Medium
REC_2083,BLDG_22371,LED Lighting Retrofit,11700.0,6300.0,1.86,10.99,Critical,Low
REC_2084,BLDG_20984,Building Automation System,18900.0,7900.0,2.39,13.48,Critical,Medium
REC_2085,BLDG_673,Building Automation System,42100.0,31000.0,1.36,14.56,Critical,Medium
REC_2086,BLDG_27438,Solar Panel Installation,77400.0,3800.0,20.37,21.5,Low,Medium
REC_2087,BLDG_27162,Building Automation System,20800.0,26300.0,0.79,15.16,Critical,Medium
REC_2088,BLDG_21667,Building Automation System,22100.0,4700.0,4.7,10.93,High,Medium
REC_2089,BLDG_21226,HVAC Upgrade,77000.0,12300.0,6.26,18.01,High,Medium
REC_2090,BLDG_21547,Building Automation System,36800.0,17000.0,2.16,15.08,Critical,Medium
REC_2091,BLDG_392,Building Automation System,27300.0,10500.0,2.6,10.6,Critical,Medium
REC_2092,BLDG_368,Solar Panel Installation,319200.0,21300.0,14.99,26.96,Low,Medium
REC_2093,BLDG_24708,Building Automation System,16100.0,1800.0,8.94,13.44,Medium,Medium
REC_2094,BLDG_19579,Solar Panel Installation,68000.0,3100.0,21.94,16.27,Low,Medium
REC_2095,BLDG_23653,Insulation Improvement,42200.0,10200.0,4.14,12.41,Critical,Medium
REC_2096,BLDG_22611,LED Lighting Retrofit,24200.0,8400.0,2.88,9.98,Critical,Low
REC_2097,BLDG_23570,Window Replacement,97600.0,13000.0,7.51,12.45,High,Medium
REC_2098,BLDG_661,Solar Panel Installation,525000.0,36200.0,14.5,15.97,Low,Medium
REC_2099,BLDG_26064,Solar Panel Installation,91200.0,4800.0,19.0,25.21,Low,Medium
REC_2100,BLDG_20978,LED Lighting Retrofit,16200.0,700.0,23.14,9.63,Low,Low
REC_2101,BLDG_27201,Building Automation System,21400.0,7700.0,2.78,12.64,Critical,Medium
REC_2102,BLDG_26348,Solar Panel Installation,65000.0,2900.0,22.41,18.41,Low,Medium
REC_2103,BLDG_630,Window Replacement,135700.0,16000.0,8.48,9.69,High,Medium
REC_2104,BLDG_21279,Building Automation System,20600.0,5400.0,3.81,15.62,Critical,Medium
REC_2105,BLDG_23213,Solar Panel Installation,77600.0,3800.0,20.42,23.59,Low,Medium
REC_2106,BLDG_50336,Solar Panel Installation,226600.0,14600.0,15.52,16.08,Low,Medium
REC_2107,BLDG_27716,Window Replacement,69900.0,3700.0,18.89,10.48,Low,Medium
REC_2108,BLDG_50938,Building Automation System,61600.0,27200.0,2.26,11.8,Critical,Medium
REC_2109,BLDG_24525,HVAC Upgrade,180300.0,28300.0,6.37,21.78,High,Medium
REC_2110,BLDG_21005,Building Automation System,16500.0,4100.0,4.02,13.67,High,Medium
REC_2111,BLDG_21133,Building Automation System,18600.0,7800.0,2.38,13.0,Critical,Medium
REC_2112,BLDG_118,Solar Panel Installation,125400.0,7300.0,17.18,21.85,Low,Medium
REC_2113,BLDG_26723,Insulation Improvement,60000.0,11200.0,5.36,15.8,High,Medium
REC_2114,BLDG_734,Insulation Improvement,72500.0,23200.0,3.12,12.37,Critical,Medium
REC_2115,BLDG_49985,Solar Panel Installation,525000.0,36200.0,14.5,17.35,Low,Medium
REC_2116,BLDG_25580,Solar Panel Installation,78400.0,3900.0,20.1,27.71,Low,Medium
REC_2117,BLDG_24459,Water Efficiency Upgrade,37400.0,26000.0,1.44,4.19,Critical,Low
REC_2118,BLDG_21784,Insulation Improvement,39900.0,1700.0,23.47,13.83,Low,Medium
REC_2119,BLDG_49964,Solar Panel Installation,396400.0,26900.0,14.74,20.84,Low,Medium
REC_2120,BLDG_24104,Window Replacement,54500.0,1200.0,45.42,10.64,Low,Medium
REC_2121,BLDG_20930,Solar Panel Installation,121600.0,7000.0,17.37,24.77,Low,Medium
REC_2122,BLDG_660,Water Efficiency Upgrade,21600.0,6000.0,3.6,2.3,Critical,Low
REC_2123,BLDG_589,Solar Panel Installation,259600.0,17000.0,15.27,16.28,Low,Medium
REC_2124,BLDG_50342,Solar Panel Installation,65000.0,2900.0,22.41,25.77,Low,Medium
REC_2125,BLDG_19461,Building Automation System,16800.0,5800.0,2.9,13.43,Critical,Medium
REC_2126,BLDG_27606,Building Automation System,17800.0,4400.0,4.05,15.45,High,Medium
REC_2127,BLDG_20730,Water Efficiency Upgrade,20500.0,12300.0,1.67,2.56,Critical,Low
REC_2128,BLDG_21683,Solar Panel Installation,112200.0,6300.0,17.81,18.9,Low,Medium
REC_2129,BLDG_21792,Insulation Improvement,26300.0,2900.0,9.07,12.64,Medium,Medium
REC_2130,BLDG_19858,HVAC Upgrade,70900.0,15700.0,4.52,24.18,Critical,Medium
REC_2131,BLDG_28081,Solar Panel Installation,65000.0,2900.0,22.41,21.35,Low,Medium
REC_2132,BLDG_659,Solar Panel Installation,525000.0,36200.0,14.5,17.5,Low,Medium
REC_2133,BLDG_24035,Solar Panel Installation,80200.0,4000.0,20.05,21.37,Low,Medium
REC_2134,BLDG_25724,Solar Panel Installation,65000.0,2900.0,22.41,24.49,Low,Medium
REC_2135,BLDG_22438,Building Automation System,23200.0,5500.0,4.22,14.29,High,Medium
REC_2136,BLDG_694,Solar Panel Installation,310000.0,20700.0,14.98,17.17,Low,Medium
REC_2137,BLDG_348,Solar Panel Installation,221800.0,14300.0,15.51,18.6,Low,Medium
REC_2138,BLDG_50386,Water Efficiency Upgrade,40400.0,30500.0,1.32,4.6,Critical,Low
REC_2139,BLDG_22579,Building Automation System,21600.0,5400.0,4.0,14.82,High,Medium
REC_2140,BLDG_21329,Building Automation System,25500.0,6400.0,3.98,11.83,Critical,Medium
REC_2141,BLDG_21723,LED Lighting Retrofit,15800.0,11600.0,1.36,11.14,Critical,Low
REC_2142,BLDG_50734,Water Efficiency Upgrade,9400.0,4200.0,2.24,2.3,Critical,Low
REC_2143,BLDG_20407,Water Efficiency Upgrade,11700.0,6200.0,1.89,2.88,Critical,Low
REC_2144,BLDG_21839,Solar Panel Installation,452600.0,31000.0,14.6,21.86,Low,Medium
REC_2145,BLDG_50404,Solar Panel Installation,66000.0,3000.0,22.0,19.39,Low,Medium
REC_2146,BLDG_50911,Building Automation System,22700.0,7900.0,2.87,12.31,Critical,Medium
REC_2147,BLDG_20712,Water Efficiency Upgrade,9100.0,3600.0,2.53,3.03,Critical,Low
REC_2148,BLDG_26473,LED Lighting Retrofit,11100.0,39000.0,0.28,10.33,Critical,Low
REC_2149,BLDG_27870,Solar Panel Installation,65000.0,2900.0,22.41,20.91,Low,Medium
REC_2150,BLDG_23216,LED Lighting Retrofit,8800.0,9400.0,0.94,10.13,Critical,Low
REC_2151,BLDG_27105,Solar Panel Installation,112600.0,6400.0,17.59,27.35,Low,Medium
REC_2152,BLDG_50,Solar Panel Installation,98400.0,5300.0,18.57,26.9,Low,Medium
REC_2153,BLDG_25641,LED Lighting Retrofit,17700.0,8200.0,2.16,9.95,Critical,Low
REC_2154,BLDG_28053,Insulation Improvement,28400.0,3700.0,7.68,14.53,High,Medium
REC_2155,BLDG_49695,Solar Panel Installation,525000.0,36200.0,14.5,17.36,Low,Medium
REC_2156,BLDG_50315,Building Automation System,47100.0,20700.0,2.28,14.86,Critical,Medium
REC_2157,BLDG_21442,Solar Panel Installation,111200.0,6200.0,17.94,21.96,Low,Medium
REC_2158,BLDG_20986,Deep Energy Retrofit,176300.0,32900.0,5.36,47.77,Critical,High
REC_2159,BLDG_21652,Insulation Improvement,25000.0,5800.0,4.31,17.47,High,Medium
REC_2160,BLDG_50892,Building Automation System,41100.0,21600.0,1.9,14.14,Critical,Medium
REC_2161,BLDG_19841,Solar Panel Installation,96000.0,5100.0,18.82,20.43,Low,Medium
REC_2162,BLDG_779,Solar Panel Installation,324800.0,21700.0,14.97,23.57,Low,Medium
REC_2163,BLDG_50309,Solar Panel Installation,281400.0,18600.0,15.13,24.17,Low,Medium
REC_2164,BLDG_50893,LED Lighting Retrofit,16300.0,8300.0,1.96,11.44,Critical,Low
REC_2165,BLDG_50049,Water Efficiency Upgrade,12000.0,5500.0,2.18,2.45,Critical,Low
REC_2166,BLDG_49722,Building Automation System,29700.0,6000.0,4.95,10.85,High,Medium
REC_2167,BLDG_21649,Solar Panel Installation,77800.0,3800.0,20.47,26.84,Low,Medium
REC_2168,BLDG_438,LED Lighting Retrofit,196200.0,182700.0,1.07,9.77,Critical,Low
REC_2169,BLDG_23409,Water Efficiency Upgrade,13300.0,7100.0,1.87,3.85,Critical,Low
REC_2170,BLDG_23761,LED Lighting Retrofit,11200.0,4700.0,2.38,11.43,Critical,Low
REC_2171,BLDG_26748,LED Lighting Retrofit,28300.0,10300.0,2.75,9.55,Critical,Low
REC_2172,BLDG_21647,LED Lighting Retrofit,12400.0,1500.0,8.27,10.9,Medium,Low
REC_2173,BLDG_20013,Building Automation System,27200.0,13400.0,2.03,10.58,Critical,Medium
REC_2174,BLDG_26313,Solar Panel Installation,77400.0,3800.0,20.37,25.12,Low,Medium
REC_2175,BLDG_50665,Building Automation System,39000.0,10600.0,3.68,10.73,Critical,Medium
REC_2176,BLDG_25325,LED Lighting Retrofit,10400.0,1000.0,10.4,9.17,Medium,Low
REC_2177,BLDG_49800,Solar Panel Installation,137000.0,8100.0,16.91,21.58,Low,Medium
REC_2178,BLDG_26080,Solar Panel Installation,525000.0,36200.0,14.5,18.78,Low,Medium
REC_2179,BLDG_24259,Building Automation System,24800.0,28900.0,0.86,15.56,Critical,Medium
REC_2180,BLDG_50345,Solar Panel Installation,70400.0,3300.0,21.33,25.22,Low,Medium
REC_2181,BLDG_21886,HVAC Upgrade,52900.0,6800.0,7.78,23.25,High,Medium
REC_2182,BLDG_26739,Water Efficiency Upgrade,10000.0,4200.0,2.38,2.54,Critical,Low
REC_2183,BLDG_50176,Building Automation System,18000.0,5600.0,3.21,15.15,Critical,Medium
REC_2184,BLDG_319,Building Automation System,25300.0,6400.0,3.95,14.64,Critical,Medium
REC_2185,BLDG_49731,HVAC Upgrade,122900.0,27800.0,4.42,21.2,High,Medium
REC_2186,BLDG_23834,HVAC Upgrade,52800.0,4800.0,11.0,22.28,Medium,Medium
REC_2187,BLDG_722,HVAC Upgrade,157400.0,37800.0,4.16,21.6,Critical,Medium
REC_2188,BLDG_21239,LED Lighting Retrofit,10300.0,7100.0,1.45,9.26,Critical,Low
REC_2189,BLDG_25295,Solar Panel Installation,99600.0,5400.0,18.44,22.97,Low,Medium
REC_2190,BLDG_21776,HVAC Upgrade,494500.0,148000.0,3.34,23.03,Critical,Medium
REC_2191,BLDG_29612,Water Efficiency Upgrade,21600.0,5500.0,3.93,3.79,Critical,Low
REC_2192,BLDG_740,HVAC Upgrade,126900.0,41000.0,3.1,19.63,Critical,Medium
REC_2193,BLDG_707,Solar Panel Installation,302600.0,20100.0,15.05,18.15,Low,Medium
REC_2194,BLDG_40034,HVAC Upgrade,46800.0,30200.0,1.55,19.91,Critical,Medium
REC_2195,BLDG_50945,Solar Panel Installation,333800.0,22400.0,14.9,18.53,Low,Medium
REC_2196,BLDG_20658,Solar Panel Installation,108800.0,6100.0,17.84,20.09,Low,Medium
REC_2197,BLDG_40529,Building Automation System,21500.0,8600.0,2.5,11.92,Critical,Medium
REC_2198,BLDG_17,Solar Panel Installation,111600.0,6300.0,17.71,26.2,Low,Medium
REC_2199,BLDG_50642,Solar Panel Installation,525000.0,36200.0,14.5,20.58,Low,Medium
